rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
1.0,Disappointed (item looks used),Item looks used and it did not contain the suction cup inside ...disappointed,[],B06VXY8CNC,B06VXY8CNC,AEH6FK7SKQBG2AKZG4A35FYZWNTQ,1557941951265,4,True
5.0,Great for leave-in conditioner!,I follow the Curly Girl method and have been using this as a leave in conditioner for over a year with great results. It makes my hair soft and my curls are very defined when I use this with the Aussie Instant Freeze hair gel.,[],B07KL5YNNS,B07KL5YNNS,AGMCTSI7EWX4AYL6CQVSJOLYPWZA,1571937193713,0,True
5.0,Great for the price.,"Bought it for a costume. Super easy to flat iron or even get it a slight wave. Which i recommend because it does come in a plastic bag so the hairs will be dented and bent not flat like in the pictures. Just use low heat. So easy on the brushing as the hairs will come out in small chunks. Does have bangs but I just tucked them off to the side. For the price, it was great.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61VObpjz+LL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61VObpjz+LL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61VObpjz+LL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61sSwutPLRL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61sSwutPLRL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61sSwutPLRL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B074J6NN1Z,B074J6NN1Z,AG3VZ2NAIVQF5PBSZZF2FA6DUJFQ,1582082838227,0,True
5.0,Love this product! It clears my pores.,Love this product! It clears my pores.,[],B07DRQKJ56,B07DRQKJ56,AHKTAE2A3OMX7GAUBZV6OWK742HQ,1553103739019,0,True
4.0,nice,thankyou,[],B08L6179PB,B08L6179PB,AEPGOPHO353XJB6OYJSEK2PFRUIQ,1618459083455,0,True
5.0,fast,Perfect,[],B07W42SS7H,B07W42SS7H,AEPGOPHO353XJB6OYJSEK2PFRUIQ,1567577812642,23,True
5.0,"Work great for fine, thin hair","I have long, very fine, very thin hair so getting volume is always a problem for me. The only way I could get any sort of volume was to go the salon and get a blow out which, for obvious financial reasons, I can't do every day. I had a list of requitements for a round brush and this set checks every box!<br />They are sturdy and won't fall apart like the cheap ones you get at the big box stores. The hollow barrel is ceramic coated for better heat conduction without the extra damage to your hair you get from a metal barrel. The bristles are plastic but flexible and keep your hair smooth amd shiney. As a fun bonus, I adore the color! The set of 3 give you 1-1/4&#34;, 1-3/4&#34; and 2&#34; sizes. It also comes in an aesthetically pleasing box that is perfect for wrapping if this is intended as a gift.<br />If you don't know how to use a round brush I suggest looking up some tips. I was making it much harder than it needed to be! Biggest tip, don't try to do a blowout on wet hair! Your hair should be damp at best, like 80% dry. Otherwise it becomes a tangled disaster.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61frgNR7OdL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61frgNR7OdL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61frgNR7OdL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71+UDXdDwpL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71+UDXdDwpL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71+UDXdDwpL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71dio8-bnJL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71dio8-bnJL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71dio8-bnJL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71k-rrDMWbL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71k-rrDMWbL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71k-rrDMWbL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71w48oSYu8L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71w48oSYu8L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71w48oSYu8L.jpg', 'attachment_type': 'IMAGE'}]",B01NCKZW20,B01NCKZW20,AE6X4BTWYBBOQDRWANJLNHMR44UQ,1522288026760,4,False
5.0,"Nice set for gifting, lack a bit compared to name brand bath bombs","Let me start out by saying that I'm a bath product snob. Now that you know that about me, let's get into the review.<br />I love the way these bath bombs are packaged. They come in a nice shrink wrapped box that is perfect for gifting. Inside, each bath bomb is individually shrink wrapped and has a paper wrapping inside of that as well. Each is labeled with its scent. I loved the vanilla scent.<br />I like that each bath bomb contains essential oils to enhance its purpose.<br />Now, here's when my snobiness comes through. Hope te bath bombs smelled great, once you drop it into the water the smell is short lived at best. Also the fizz is a bit disappointing. With my other (more expensive) bath bombs, they fizz like crazy.<br />All in all, these are great but just don't expect the high dollar bath bomb experience.",[],B01G45HX18,B01G45HX18,AE6X4BTWYBBOQDRWANJLNHMR44UQ,1479623588000,1,True
5.0,Pretty pink and fun color change,"Easy to use, smooth finish and love the subtle color change in the sun","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61IEkPNEcSL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61IEkPNEcSL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61IEkPNEcSL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61q47-UZXzL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61q47-UZXzL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61q47-UZXzL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B07NYBL47G,B07NYBL47G,AE6VY6GA6NB27F64KWDBOTVRS4OA,1573149338415,2,True
5.0,Really works!  No more tugging or wrinkles with poor cleansers.,It works!  These are amazing. I will now use these and gently wipe away makeup. WOW,[],B071R2QPF3,B071R2QPF3,AE2NNUVOTPJRRWJWIPAR6QVXMX3Q,1533947285753,0,True
